EFC(T=298.15K),R_increase(T=298.15K),EFC(T=318.15K),R_increase(T=318.15K)
0,100,0,100
527.426160337543,104.074941451991,527.426160337543,93.9578454332552
1054.8523206751,99.5784543325527,1075.9493670886,98.4543325526932
1497.89029535864,104.074941451991,1624.47257383965,91.7096018735363
1983.12236286919,98.8290398126463,2130.8016877637,102.201405152225
2552.74261603375,104.824355971897,2679.32489451476,109.320843091335
3016.87763713079,104.824355971897,3143.45991561181,124.309133489461
3523.20675105484,100.702576112412,3544.30379746835,156.15925058548
4029.5358649789,105.573770491803,3860.75949367088,187.447306791569
4535.86497890295,106.32318501171,4156.11814345991,208.618266978923
5042.194092827,106.697892271663,,
5548.52320675105,101.451990632318,,
6540.08438818565,107.634660421546,,
7025.3164556962,103.512880562061,,
7531.64556962025,108.196721311475,,
8037.9746835443,108.946135831382,,
8523.20675105485,110.070257611241,,
9008.4388185654,104.824355971897,,
9493.67088607595,110.257611241218,,
9978.90295358649,111.569086651054,,
10464.135021097,112.88056206089,,
10949.3670886076,114.192037470726,,
11434.5991561181,116.440281030445,,
11919.8312236287,113.817330210773,,
12362.8691983122,121.686182669789,,
12827.0042194093,125.995316159251,,
