SOC,i_H2 A/cm^2
0.0,3.486e-06
0.1,3.486e-06
0.14702290099999998,3.486e-06
0.21480916,3.486e-06
0.279541985,3.5380000000000003e-06
0.34122137399999997,3.7619999999999997e-06
0.412061069,4.176e-06
0.459083969,4.537e-06
0.5219847329999999,5.089e-06
0.5836641220000001,5.7779999999999996e-06
0.662442748,6.916e-06
0.727175573,7.967999999999999e-06
0.802900763,9.691000000000001e-06
0.8499236640000001,1.1156e-05
0.8902290079999999,1.2845e-05
0.939083969,1.5069000000000001e-05
0.9598473279999999,1.6396e-05
0.977557252,1.7637e-05
1.0,1.921e-05
